config,synth_group,kind,nat_fold,nat_n,syn_n,heldout_eer
loc_hubert+zipa,azure,KDE,ann_other,2,10,50.0
loc_hubert+zipa,azure,KDE,ann_youtube11,15,10,13.33
loc_hubert+zipa,azure,KDE,resp_spotify,189,10,10.0
loc_hubert+zipa,google,KDE,ann_hash128,43,10,2.33
loc_hubert+zipa,google,KDE,ann_lcname,4,10,0.0
loc_hubert+zipa,google,KDE,ann_named_fm,22,10,13.64
loc_hubert+zipa,google,KDE,ann_numeric,6,10,0.0
loc_hubert+zipa,google,KDE,ann_other,2,10,0.0
loc_hubert+zipa,google,KDE,ann_youtube11,15,10,0.0
loc_hubert+zipa,google,KDE,resp_spotify,189,10,0.53
loc_hubert+zipa,elevenlabs,KDE,ann_hash128,43,10,11.63
loc_hubert+zipa,elevenlabs,KDE,ann_lcname,4,10,10.0
loc_hubert+zipa,elevenlabs,KDE,ann_named_fm,22,10,30.0
loc_hubert+zipa,elevenlabs,KDE,ann_numeric,6,10,33.33
loc_hubert+zipa,elevenlabs,KDE,ann_other,2,10,40.0
loc_hubert+zipa,elevenlabs,KDE,ann_youtube11,15,10,20.0
loc_hubert+zipa,elevenlabs,KDE,resp_spotify,189,10,20.0
loc_hubert+zipa,openai,KDE,ann_hash128,43,9,4.65
loc_hubert+zipa,openai,KDE,ann_lcname,4,9,0.0
loc_hubert+zipa,openai,KDE,ann_named_fm,22,9,22.22
loc_hubert+zipa,openai,KDE,ann_numeric,6,9,22.22
loc_hubert+zipa,openai,KDE,ann_other,2,9,33.33
loc_hubert+zipa,openai,KDE,ann_youtube11,15,9,20.0
loc_hubert+zipa,openai,KDE,resp_spotify,189,9,14.81
loc_hubert+zipa,f5,KDE,ann_hash128,43,2,48.84
loc_hubert+zipa,f5,KDE,ann_lcname,4,2,25.0
loc_hubert+zipa,f5,KDE,ann_named_fm,22,2,72.73
loc_hubert+zipa,f5,KDE,ann_numeric,6,2,100.0
loc_hubert+zipa,f5,KDE,ann_other,2,2,50.0
loc_hubert+zipa,f5,KDE,ann_youtube11,15,2,80.0
loc_hubert+zipa,f5,KDE,resp_spotify,189,2,50.0
loc_hubert+zipa,qwen3,KDE,ann_hash128,43,9,2.33
loc_hubert+zipa,qwen3,KDE,ann_lcname,4,9,0.0
loc_hubert+zipa,qwen3,KDE,ann_named_fm,22,9,13.64
loc_hubert+zipa,qwen3,KDE,ann_numeric,6,9,11.11
loc_hubert+zipa,qwen3,KDE,ann_other,2,9,50.0
loc_hubert+zipa,qwen3,KDE,ann_youtube11,15,9,11.11
loc_hubert+zipa,qwen3,KDE,resp_spotify,189,9,0.53
loc_hubert+zipa,piper,KDE,ann_hash128,43,4,25.0
loc_hubert+zipa,piper,KDE,ann_lcname,4,4,25.0
loc_hubert+zipa,piper,KDE,ann_named_fm,22,4,25.0
loc_hubert+zipa,piper,KDE,ann_numeric,6,4,50.0
loc_hubert+zipa,piper,KDE,ann_other,2,4,50.0
loc_hubert+zipa,piper,KDE,ann_youtube11,15,4,25.0
loc_hubert+zipa,piper,KDE,resp_spotify,189,4,25.0
loc_hubert+zipa,kokoro,KDE,ann_hash128,43,3,2.33
loc_hubert+zipa,kokoro,KDE,ann_lcname,4,3,0.0
loc_hubert+zipa,kokoro,KDE,ann_named_fm,22,3,18.18
loc_hubert+zipa,kokoro,KDE,ann_numeric,6,3,0.0
loc_hubert+zipa,kokoro,KDE,ann_other,2,3,33.33
loc_hubert+zipa,kokoro,KDE,ann_youtube11,15,3,13.33
loc_hubert+zipa,kokoro,KDE,resp_spotify,189,3,6.88
loc_hubert+zipa,Fish-S2-Pro,MLAAD,ann_hash128,43,4,0.0
loc_hubert+zipa,Fish-S2-Pro,MLAAD,ann_lcname,4,4,0.0
loc_hubert+zipa,Fish-S2-Pro,MLAAD,ann_named_fm,22,4,0.0
loc_hubert+zipa,Fish-S2-Pro,MLAAD,ann_numeric,6,4,0.0
loc_hubert+zipa,Fish-S2-Pro,MLAAD,ann_other,2,4,0.0
loc_hubert+zipa,Fish-S2-Pro,MLAAD,ann_youtube11,15,4,0.0
loc_hubert+zipa,Fish-S2-Pro,MLAAD,resp_spotify,189,4,0.0
loc_hubert+zipa,Hume TADA-3B-ML,MLAAD,ann_hash128,43,4,0.0
loc_hubert+zipa,Hume TADA-3B-ML,MLAAD,ann_lcname,4,4,0.0
loc_hubert+zipa,Hume TADA-3B-ML,MLAAD,ann_named_fm,22,4,13.64
loc_hubert+zipa,Hume TADA-3B-ML,MLAAD,ann_numeric,6,4,0.0
loc_hubert+zipa,Hume TADA-3B-ML,MLAAD,ann_other,2,4,0.0
loc_hubert+zipa,Hume TADA-3B-ML,MLAAD,ann_youtube11,15,4,0.0
loc_hubert+zipa,Hume TADA-3B-ML,MLAAD,resp_spotify,189,4,0.0
loc_hubert+zipa,LEMAS-TTS,MLAAD,ann_hash128,43,4,4.65
loc_hubert+zipa,LEMAS-TTS,MLAAD,ann_lcname,4,4,0.0
loc_hubert+zipa,LEMAS-TTS,MLAAD,ann_named_fm,22,4,18.18
loc_hubert+zipa,LEMAS-TTS,MLAAD,ann_numeric,6,4,16.67
loc_hubert+zipa,LEMAS-TTS,MLAAD,ann_other,2,4,50.0
loc_hubert+zipa,LEMAS-TTS,MLAAD,ann_youtube11,15,4,25.0
loc_hubert+zipa,LEMAS-TTS,MLAAD,resp_spotify,189,4,4.76
loc_hubert+zipa,Llasa-1B-Multilingual,MLAAD,ann_hash128,43,1,4.65
loc_hubert+zipa,Llasa-1B-Multilingual,MLAAD,ann_lcname,4,1,0.0
loc_hubert+zipa,Llasa-1B-Multilingual,MLAAD,ann_named_fm,22,1,40.91
loc_hubert+zipa,Llasa-1B-Multilingual,MLAAD,ann_numeric,6,1,33.33
loc_hubert+zipa,Llasa-1B-Multilingual,MLAAD,ann_other,2,1,50.0
loc_hubert+zipa,Llasa-1B-Multilingual,MLAAD,ann_youtube11,15,1,60.0
loc_hubert+zipa,Llasa-1B-Multilingual,MLAAD,resp_spotify,189,1,37.57
loc_hubert+zipa,MOSS-TTS-1.7B,MLAAD,ann_hash128,43,4,0.0
loc_hubert+zipa,MOSS-TTS-1.7B,MLAAD,ann_lcname,4,4,0.0
loc_hubert+zipa,MOSS-TTS-1.7B,MLAAD,ann_named_fm,22,4,4.55
loc_hubert+zipa,MOSS-TTS-1.7B,MLAAD,ann_numeric,6,4,0.0
loc_hubert+zipa,MOSS-TTS-1.7B,MLAAD,ann_other,2,4,0.0
loc_hubert+zipa,MOSS-TTS-1.7B,MLAAD,ann_youtube11,15,4,0.0
loc_hubert+zipa,MOSS-TTS-1.7B,MLAAD,resp_spotify,189,4,0.0
loc_hubert+zipa,MOSS-TTS-8B,MLAAD,ann_hash128,43,4,0.0
loc_hubert+zipa,MOSS-TTS-8B,MLAAD,ann_lcname,4,4,0.0
loc_hubert+zipa,MOSS-TTS-8B,MLAAD,ann_named_fm,22,4,13.64
loc_hubert+zipa,MOSS-TTS-8B,MLAAD,ann_numeric,6,4,0.0
loc_hubert+zipa,MOSS-TTS-8B,MLAAD,ann_other,2,4,25.0
loc_hubert+zipa,MOSS-TTS-8B,MLAAD,ann_youtube11,15,4,0.0
loc_hubert+zipa,MOSS-TTS-8B,MLAAD,resp_spotify,189,4,0.53
loc_hubert+zipa,OmniVoice,MLAAD,ann_hash128,43,4,0.0
loc_hubert+zipa,OmniVoice,MLAAD,ann_lcname,4,4,0.0
loc_hubert+zipa,OmniVoice,MLAAD,ann_named_fm,22,4,13.64
loc_hubert+zipa,OmniVoice,MLAAD,ann_numeric,6,4,0.0
loc_hubert+zipa,OmniVoice,MLAAD,ann_other,2,4,0.0
loc_hubert+zipa,OmniVoice,MLAAD,ann_youtube11,15,4,0.0
loc_hubert+zipa,OmniVoice,MLAAD,resp_spotify,189,4,0.0
loc_hubert+zipa,OpenAI TTS-1 HD,MLAAD,ann_hash128,43,13,2.33
loc_hubert+zipa,OpenAI TTS-1 HD,MLAAD,ann_lcname,4,13,0.0
loc_hubert+zipa,OpenAI TTS-1 HD,MLAAD,ann_named_fm,22,13,13.64
loc_hubert+zipa,OpenAI TTS-1 HD,MLAAD,ann_numeric,6,13,7.69
loc_hubert+zipa,OpenAI TTS-1 HD,MLAAD,ann_other,2,13,50.0
loc_hubert+zipa,OpenAI TTS-1 HD,MLAAD,ann_youtube11,15,13,15.38
loc_hubert+zipa,OpenAI TTS-1 HD,MLAAD,resp_spotify,189,13,7.69
loc_hubert+zipa,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_hash128,43,5,0.0
loc_hubert+zipa,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_lcname,4,5,0.0
loc_hubert+zipa,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_named_fm,22,5,13.64
loc_hubert+zipa,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_numeric,6,5,0.0
loc_hubert+zipa,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_other,2,5,0.0
loc_hubert+zipa,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_youtube11,15,5,0.0
loc_hubert+zipa,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,resp_spotify,189,5,0.0
loc_hubert+zipa,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_hash128,43,4,0.0
loc_hubert+zipa,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_lcname,4,4,0.0
loc_hubert+zipa,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_named_fm,22,4,13.64
loc_hubert+zipa,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_numeric,6,4,0.0
loc_hubert+zipa,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_other,2,4,0.0
loc_hubert+zipa,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_youtube11,15,4,0.0
loc_hubert+zipa,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,resp_spotify,189,4,0.0
loc_hubert+zipa,VoxCPM2,MLAAD,ann_hash128,43,4,0.0
loc_hubert+zipa,VoxCPM2,MLAAD,ann_lcname,4,4,0.0
loc_hubert+zipa,VoxCPM2,MLAAD,ann_named_fm,22,4,22.73
loc_hubert+zipa,VoxCPM2,MLAAD,ann_numeric,6,4,0.0
loc_hubert+zipa,VoxCPM2,MLAAD,ann_other,2,4,25.0
loc_hubert+zipa,VoxCPM2,MLAAD,ann_youtube11,15,4,0.0
loc_hubert+zipa,VoxCPM2,MLAAD,resp_spotify,189,4,0.0
loc_hubert+zipa,Voxtral,MLAAD,ann_hash128,43,2,0.0
loc_hubert+zipa,Voxtral,MLAAD,ann_lcname,4,2,0.0
loc_hubert+zipa,Voxtral,MLAAD,ann_named_fm,22,2,27.27
loc_hubert+zipa,Voxtral,MLAAD,ann_numeric,6,2,0.0
loc_hubert+zipa,Voxtral,MLAAD,ann_other,2,2,50.0
loc_hubert+zipa,Voxtral,MLAAD,ann_youtube11,15,2,0.0
loc_hubert+zipa,Voxtral,MLAAD,resp_spotify,189,2,0.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_hash128,43,1,100.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_lcname,4,1,75.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_named_fm,22,1,90.91
loc_hubert+zipa,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_numeric,6,1,100.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_other,2,1,100.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_youtube11,15,1,100.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_bark,MLAAD,resp_spotify,189,1,88.89
loc_hubert+zipa,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_hash128,43,1,0.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_lcname,4,1,-0.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_named_fm,22,1,13.64
loc_hubert+zipa,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_numeric,6,1,0.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_other,2,1,0.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_youtube11,15,1,0.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,resp_spotify,189,1,0.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_hash128,43,1,0.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_lcname,4,1,-0.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_named_fm,22,1,13.64
loc_hubert+zipa,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_numeric,6,1,0.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_other,2,1,50.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_youtube11,15,1,0.0
loc_hubert+zipa,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,resp_spotify,189,1,2.12
loc_hubert+zipa,tts_models_pt_cv_vits,MLAAD,ann_hash128,43,1,4.65
loc_hubert+zipa,tts_models_pt_cv_vits,MLAAD,ann_lcname,4,1,0.0
loc_hubert+zipa,tts_models_pt_cv_vits,MLAAD,ann_named_fm,22,1,50.0
loc_hubert+zipa,tts_models_pt_cv_vits,MLAAD,ann_numeric,6,1,83.33
loc_hubert+zipa,tts_models_pt_cv_vits,MLAAD,ann_other,2,1,50.0
loc_hubert+zipa,tts_models_pt_cv_vits,MLAAD,ann_youtube11,15,1,33.33
loc_hubert+zipa,tts_models_pt_cv_vits,MLAAD,resp_spotify,189,1,12.7
loc_hubert+clf7,azure,KDE,ann_hash128,43,10,10.0
loc_hubert+clf7,azure,KDE,ann_lcname,4,10,0.0
loc_hubert+clf7,azure,KDE,ann_named_fm,22,10,18.18
loc_hubert+clf7,azure,KDE,ann_numeric,6,10,20.0
loc_hubert+clf7,azure,KDE,ann_other,2,10,50.0
loc_hubert+clf7,azure,KDE,ann_youtube11,15,10,10.0
loc_hubert+clf7,azure,KDE,resp_spotify,189,10,10.0
loc_hubert+clf7,google,KDE,ann_hash128,43,10,2.33
loc_hubert+clf7,google,KDE,ann_lcname,4,10,0.0
loc_hubert+clf7,google,KDE,ann_named_fm,22,10,18.18
loc_hubert+clf7,google,KDE,ann_numeric,6,10,20.0
loc_hubert+clf7,google,KDE,ann_other,2,10,50.0
loc_hubert+clf7,google,KDE,ann_youtube11,15,10,0.0
loc_hubert+clf7,google,KDE,resp_spotify,189,10,0.53
loc_hubert+clf7,elevenlabs,KDE,ann_hash128,43,10,10.0
loc_hubert+clf7,elevenlabs,KDE,ann_lcname,4,10,0.0
loc_hubert+clf7,elevenlabs,KDE,ann_named_fm,22,10,30.0
loc_hubert+clf7,elevenlabs,KDE,ann_numeric,6,10,33.33
loc_hubert+clf7,elevenlabs,KDE,ann_other,2,10,50.0
loc_hubert+clf7,elevenlabs,KDE,ann_youtube11,15,10,13.33
loc_hubert+clf7,elevenlabs,KDE,resp_spotify,189,10,15.87
loc_hubert+clf7,openai,KDE,ann_hash128,43,9,4.65
loc_hubert+clf7,openai,KDE,ann_lcname,4,9,0.0
loc_hubert+clf7,openai,KDE,ann_named_fm,22,9,18.18
loc_hubert+clf7,openai,KDE,ann_numeric,6,9,22.22
loc_hubert+clf7,openai,KDE,ann_other,2,9,50.0
loc_hubert+clf7,openai,KDE,ann_youtube11,15,9,11.11
loc_hubert+clf7,openai,KDE,resp_spotify,189,9,13.23
loc_hubert+clf7,f5,KDE,ann_hash128,43,2,23.26
loc_hubert+clf7,f5,KDE,ann_lcname,4,2,0.0
loc_hubert+clf7,f5,KDE,ann_named_fm,22,2,63.64
loc_hubert+clf7,f5,KDE,ann_numeric,6,2,83.33
loc_hubert+clf7,f5,KDE,ann_other,2,2,50.0
loc_hubert+clf7,f5,KDE,ann_youtube11,15,2,50.0
loc_hubert+clf7,f5,KDE,resp_spotify,189,2,26.98
loc_hubert+clf7,qwen3,KDE,ann_hash128,43,9,2.33
loc_hubert+clf7,qwen3,KDE,ann_lcname,4,9,0.0
loc_hubert+clf7,qwen3,KDE,ann_named_fm,22,9,13.64
loc_hubert+clf7,qwen3,KDE,ann_numeric,6,9,11.11
loc_hubert+clf7,qwen3,KDE,ann_other,2,9,50.0
loc_hubert+clf7,qwen3,KDE,ann_youtube11,15,9,11.11
loc_hubert+clf7,qwen3,KDE,resp_spotify,189,9,0.0
loc_hubert+clf7,piper,KDE,ann_hash128,43,4,25.0
loc_hubert+clf7,piper,KDE,ann_lcname,4,4,25.0
loc_hubert+clf7,piper,KDE,ann_named_fm,22,4,25.0
loc_hubert+clf7,piper,KDE,ann_numeric,6,4,50.0
loc_hubert+clf7,piper,KDE,ann_other,2,4,50.0
loc_hubert+clf7,piper,KDE,ann_youtube11,15,4,25.0
loc_hubert+clf7,piper,KDE,resp_spotify,189,4,25.0
loc_hubert+clf7,kokoro,KDE,ann_hash128,43,3,4.65
loc_hubert+clf7,kokoro,KDE,ann_lcname,4,3,0.0
loc_hubert+clf7,kokoro,KDE,ann_named_fm,22,3,31.82
loc_hubert+clf7,kokoro,KDE,ann_numeric,6,3,16.67
loc_hubert+clf7,kokoro,KDE,ann_other,2,3,33.33
loc_hubert+clf7,kokoro,KDE,ann_youtube11,15,3,0.0
loc_hubert+clf7,kokoro,KDE,resp_spotify,189,3,7.94
loc_hubert+clf7,Fish-S2-Pro,MLAAD,ann_hash128,43,4,0.0
loc_hubert+clf7,Fish-S2-Pro,MLAAD,ann_lcname,4,4,0.0
loc_hubert+clf7,Fish-S2-Pro,MLAAD,ann_named_fm,22,4,0.0
loc_hubert+clf7,Fish-S2-Pro,MLAAD,ann_numeric,6,4,0.0
loc_hubert+clf7,Fish-S2-Pro,MLAAD,ann_other,2,4,25.0
loc_hubert+clf7,Fish-S2-Pro,MLAAD,ann_youtube11,15,4,0.0
loc_hubert+clf7,Fish-S2-Pro,MLAAD,resp_spotify,189,4,0.0
loc_hubert+clf7,Hume TADA-3B-ML,MLAAD,ann_hash128,43,4,0.0
loc_hubert+clf7,Hume TADA-3B-ML,MLAAD,ann_lcname,4,4,0.0
loc_hubert+clf7,Hume TADA-3B-ML,MLAAD,ann_named_fm,22,4,18.18
loc_hubert+clf7,Hume TADA-3B-ML,MLAAD,ann_numeric,6,4,0.0
loc_hubert+clf7,Hume TADA-3B-ML,MLAAD,ann_other,2,4,25.0
loc_hubert+clf7,Hume TADA-3B-ML,MLAAD,ann_youtube11,15,4,0.0
loc_hubert+clf7,Hume TADA-3B-ML,MLAAD,resp_spotify,189,4,0.0
loc_hubert+clf7,LEMAS-TTS,MLAAD,ann_hash128,43,4,4.65
loc_hubert+clf7,LEMAS-TTS,MLAAD,ann_lcname,4,4,0.0
loc_hubert+clf7,LEMAS-TTS,MLAAD,ann_named_fm,22,4,25.0
loc_hubert+clf7,LEMAS-TTS,MLAAD,ann_numeric,6,4,16.67
loc_hubert+clf7,LEMAS-TTS,MLAAD,ann_other,2,4,50.0
loc_hubert+clf7,LEMAS-TTS,MLAAD,ann_youtube11,15,4,25.0
loc_hubert+clf7,LEMAS-TTS,MLAAD,resp_spotify,189,4,8.47
loc_hubert+clf7,Llasa-1B-Multilingual,MLAAD,ann_hash128,43,1,4.65
loc_hubert+clf7,Llasa-1B-Multilingual,MLAAD,ann_lcname,4,1,0.0
loc_hubert+clf7,Llasa-1B-Multilingual,MLAAD,ann_named_fm,22,1,40.91
loc_hubert+clf7,Llasa-1B-Multilingual,MLAAD,ann_numeric,6,1,33.33
loc_hubert+clf7,Llasa-1B-Multilingual,MLAAD,ann_other,2,1,50.0
loc_hubert+clf7,Llasa-1B-Multilingual,MLAAD,ann_youtube11,15,1,53.33
loc_hubert+clf7,Llasa-1B-Multilingual,MLAAD,resp_spotify,189,1,24.87
loc_hubert+clf7,MOSS-TTS-1.7B,MLAAD,ann_hash128,43,4,0.0
loc_hubert+clf7,MOSS-TTS-1.7B,MLAAD,ann_lcname,4,4,0.0
loc_hubert+clf7,MOSS-TTS-1.7B,MLAAD,ann_named_fm,22,4,4.55
loc_hubert+clf7,MOSS-TTS-1.7B,MLAAD,ann_numeric,6,4,0.0
loc_hubert+clf7,MOSS-TTS-1.7B,MLAAD,ann_other,2,4,0.0
loc_hubert+clf7,MOSS-TTS-1.7B,MLAAD,ann_youtube11,15,4,0.0
loc_hubert+clf7,MOSS-TTS-1.7B,MLAAD,resp_spotify,189,4,0.0
loc_hubert+clf7,MOSS-TTS-8B,MLAAD,ann_hash128,43,4,0.0
loc_hubert+clf7,MOSS-TTS-8B,MLAAD,ann_lcname,4,4,0.0
loc_hubert+clf7,MOSS-TTS-8B,MLAAD,ann_named_fm,22,4,13.64
loc_hubert+clf7,MOSS-TTS-8B,MLAAD,ann_numeric,6,4,0.0
loc_hubert+clf7,MOSS-TTS-8B,MLAAD,ann_other,2,4,25.0
loc_hubert+clf7,MOSS-TTS-8B,MLAAD,ann_youtube11,15,4,0.0
loc_hubert+clf7,MOSS-TTS-8B,MLAAD,resp_spotify,189,4,0.0
loc_hubert+clf7,OmniVoice,MLAAD,ann_hash128,43,4,0.0
loc_hubert+clf7,OmniVoice,MLAAD,ann_lcname,4,4,0.0
loc_hubert+clf7,OmniVoice,MLAAD,ann_named_fm,22,4,9.09
loc_hubert+clf7,OmniVoice,MLAAD,ann_numeric,6,4,0.0
loc_hubert+clf7,OmniVoice,MLAAD,ann_other,2,4,25.0
loc_hubert+clf7,OmniVoice,MLAAD,ann_youtube11,15,4,0.0
loc_hubert+clf7,OmniVoice,MLAAD,resp_spotify,189,4,0.0
loc_hubert+clf7,OpenAI TTS-1 HD,MLAAD,ann_hash128,43,13,2.33
loc_hubert+clf7,OpenAI TTS-1 HD,MLAAD,ann_lcname,4,13,0.0
loc_hubert+clf7,OpenAI TTS-1 HD,MLAAD,ann_named_fm,22,13,18.18
loc_hubert+clf7,OpenAI TTS-1 HD,MLAAD,ann_numeric,6,13,16.67
loc_hubert+clf7,OpenAI TTS-1 HD,MLAAD,ann_other,2,13,50.0
loc_hubert+clf7,OpenAI TTS-1 HD,MLAAD,ann_youtube11,15,13,15.38
loc_hubert+clf7,OpenAI TTS-1 HD,MLAAD,resp_spotify,189,13,7.69
loc_hubert+clf7,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_hash128,43,5,0.0
loc_hubert+clf7,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_lcname,4,5,0.0
loc_hubert+clf7,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_named_fm,22,5,4.55
loc_hubert+clf7,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_numeric,6,5,0.0
loc_hubert+clf7,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_other,2,5,20.0
loc_hubert+clf7,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,ann_youtube11,15,5,0.0
loc_hubert+clf7,Qwen3-TTS-12Hz-0.6B-Base,MLAAD,resp_spotify,189,5,0.0
loc_hubert+clf7,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_hash128,43,4,0.0
loc_hubert+clf7,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_lcname,4,4,0.0
loc_hubert+clf7,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_named_fm,22,4,13.64
loc_hubert+clf7,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_numeric,6,4,0.0
loc_hubert+clf7,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_other,2,4,0.0
loc_hubert+clf7,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,ann_youtube11,15,4,0.0
loc_hubert+clf7,Qwen3-TTS-12Hz-1.7B-Base,MLAAD,resp_spotify,189,4,0.0
loc_hubert+clf7,VoxCPM2,MLAAD,ann_hash128,43,4,0.0
loc_hubert+clf7,VoxCPM2,MLAAD,ann_lcname,4,4,0.0
loc_hubert+clf7,VoxCPM2,MLAAD,ann_named_fm,22,4,22.73
loc_hubert+clf7,VoxCPM2,MLAAD,ann_numeric,6,4,0.0
loc_hubert+clf7,VoxCPM2,MLAAD,ann_other,2,4,50.0
loc_hubert+clf7,VoxCPM2,MLAAD,ann_youtube11,15,4,0.0
loc_hubert+clf7,VoxCPM2,MLAAD,resp_spotify,189,4,0.0
loc_hubert+clf7,Voxtral,MLAAD,ann_hash128,43,2,2.33
loc_hubert+clf7,Voxtral,MLAAD,ann_lcname,4,2,0.0
loc_hubert+clf7,Voxtral,MLAAD,ann_named_fm,22,2,18.18
loc_hubert+clf7,Voxtral,MLAAD,ann_numeric,6,2,16.67
loc_hubert+clf7,Voxtral,MLAAD,ann_other,2,2,50.0
loc_hubert+clf7,Voxtral,MLAAD,ann_youtube11,15,2,0.0
loc_hubert+clf7,Voxtral,MLAAD,resp_spotify,189,2,0.0
loc_hubert+clf7,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_hash128,43,1,44.19
loc_hubert+clf7,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_lcname,4,1,25.0
loc_hubert+clf7,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_named_fm,22,1,81.82
loc_hubert+clf7,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_numeric,6,1,100.0
loc_hubert+clf7,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_other,2,1,100.0
loc_hubert+clf7,tts_models_multilingual_multi-dataset_bark,MLAAD,ann_youtube11,15,1,100.0
loc_hubert+clf7,tts_models_multilingual_multi-dataset_bark,MLAAD,resp_spotify,189,1,70.9
loc_hubert+clf7,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_hash128,43,1,0.0
loc_hubert+clf7,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_lcname,4,1,0.0
loc_hubert+clf7,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_named_fm,22,1,4.55
loc_hubert+clf7,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_numeric,6,1,0.0
loc_hubert+clf7,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_other,2,1,0.0
loc_hubert+clf7,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,ann_youtube11,15,1,0.0
loc_hubert+clf7,tts_models_multilingual_multi-dataset_xtts_v1.1,MLAAD,resp_spotify,189,1,0.0
loc_hubert+clf7,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_hash128,43,1,2.33
loc_hubert+clf7,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_lcname,4,1,0.0
loc_hubert+clf7,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_named_fm,22,1,13.64
loc_hubert+clf7,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_numeric,6,1,0.0
loc_hubert+clf7,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_other,2,1,50.0
loc_hubert+clf7,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,ann_youtube11,15,1,0.0
loc_hubert+clf7,tts_models_multilingual_multi-dataset_xtts_v2,MLAAD,resp_spotify,189,1,1.59
loc_hubert+clf7,tts_models_pt_cv_vits,MLAAD,ann_hash128,43,1,13.95
loc_hubert+clf7,tts_models_pt_cv_vits,MLAAD,ann_lcname,4,1,0.0
